Time [s], Analyzer Name, Decoded Protocol Result
1.616680000000000,I2C,0x62 + ACK
1.616800000000000,I2C,0x1A + ACK
1.616920000000000,I2C,0x27 + ACK
1.617040000000000,I2C,0x40 + ACK
1.617160000000000,I2C,0x68 + ACK
1.617280000000000,I2C,0xB0 + ACK
1.617400000000000,I2C,0x36 + ACK
1.617520000000000,I2C,0x00 + ACK
1.617640000000000,I2C,0xE0 + ACK
1.617760000000000,I2C,0x0E + ACK
1.617880000000000,I2C,0x11 + ACK
1.618000000000000,I2C,0x00 + ACK
1.618120000000000,I2C,0x00 + ACK
1.618240000000000,I2C,0x1C + ACK
1.618360000000000,I2C,0x00 + ACK
1.618480000000000,I2C,0x00 + ACK
1.618600000000000,I2C,0x00 + ACK
1.618720000000000,I2C,0xFF + ACK
1.618840000000000,I2C,0x00 + ACK
1.618960000000000,I2C,0x37 + ACK
1.619080000000000,I2C,0x33 + ACK
1.619200000000000,I2C,0x37 + ACK
1.619320000000000,I2C,0x4D + ACK
1.619440000000000,I2C,0x48 + ACK
1.619560000000000,I2C,0x33 + ACK
1.619680000000000,I2C,0x4A + ACK
1.619800000000000,I2C,0x59 + ACK
1.619920000000000,I2C,0x35 + ACK
1.620040000000000,I2C,0x30 + ACK
1.620160000000000,I2C,0x36 + ACK
1.620280000000000,I2C,0x33 + ACK
1.620400000000000,I2C,0x31 + ACK
1.620520000000000,I2C,0x00 + ACK
1.620640000000000,I2C,0x00 + ACK
1.620760000000000,I2C,0x00 + ACK
1.620880000000000,I2C,0xFD + ACK
1.621000000000000,I2C,0x00 + ACK
1.621120000000000,I2C,0x32 + ACK
1.621240000000000,I2C,0x4B + ACK
1.621360000000000,I2C,0x1E + ACK
1.621480000000000,I2C,0x52 + ACK
1.621600000000000,I2C,0x0F + ACK
1.621720000000000,I2C,0x00 + ACK
1.621840000000000,I2C,0x0A + ACK
1.621960000000000,I2C,0x20 + ACK
1.622080000000000,I2C,0x20 + ACK
1.622200000000000,I2C,0x20 + ACK
1.622320000000000,I2C,0x20 + ACK
1.622440000000000,I2C,0x20 + ACK
1.622560000000000,I2C,0x20 + ACK
1.622680000000000,I2C,0x00 + ACK
1.622800000000000,I2C,0x00 + ACK
1.622920000000000,I2C,0x00 + ACK
1.623040000000000,I2C,0xFC + ACK
1.623160000000000,I2C,0x00 + ACK
1.623280000000000,I2C,0x48 + ACK
1.623400000000000,I2C,0x47 + ACK
1.623520000000000,I2C,0x32 + ACK
1.623640000000000,I2C,0x31 + ACK
1.623760000000000,I2C,0x36 + ACK
1.623880000000000,I2C,0x0A + ACK
1.624000000000000,I2C,0x20 + ACK
1.624120000000000,I2C,0x20 + ACK
1.624240000000000,I2C,0x20 + ACK
1.624360000000000,I2C,0x20 + ACK
1.624480000000000,I2C,0x20 + ACK
1.624600000000000,I2C,0x20 + ACK
1.624720000000000,I2C,0x20 + ACK
1.624840000000000,I2C,0x01 + ACK
1.624960000000000,I2C,0xAE + NAK
1.625205000000000,I2C,Setup Write to [0xA0] + ACK
1.625315000000000,I2C,0x80 + ACK
1.625450000000000,I2C,Setup Read to [0xA1] + ACK
1.625560000000000,I2C,0x02 + ACK
1.625680000000000,I2C,0x03 + ACK
1.625800000000000,I2C,0x1C + ACK
1.625920000000000,I2C,0xF1 + ACK
1.626040000000000,I2C,0x49 + ACK
1.626160000000000,I2C,0x85 + ACK
1.626280000000000,I2C,0x04 + ACK
1.626400000000000,I2C,0x03 + ACK
1.626520000000000,I2C,0x01 + ACK
1.626640000000000,I2C,0x06 + ACK
1.626760000000000,I2C,0x07 + ACK
1.626880000000000,I2C,0x14 + ACK
1.627000000000000,I2C,0x13 + ACK
1.627120000000000,I2C,0x12 + ACK
1.627240000000000,I2C,0x23 + ACK
1.627360000000000,I2C,0x09 + ACK
1.627480000000000,I2C,0x07 + ACK
1.627600000000000,I2C,0x01 + ACK
1.627720000000000,I2C,0x83 + ACK
1.627840000000000,I2C,0x01 + ACK
1.627960000000000,I2C,0x00 + ACK
1.628080000000000,I2C,0x00 + ACK
1.628200000000000,I2C,0x65 + ACK
1.628325000000000,I2C,0x03 + ACK
1.628445000000000,I2C,0x0C + ACK
1.628565000000000,I2C,0x00 + ACK
1.628685000000000,I2C,0x10 + ACK
1.628805000000000,I2C,0x00 + ACK
1.628925000000000,I2C,0x01 + ACK
1.629045000000000,I2C,0x1D + ACK
1.629165000000000,I2C,0x00 + ACK
1.629285000000000,I2C,0x72 + ACK
1.629405000000000,I2C,0x51 + ACK
1.629525000000000,I2C,0xD0 + ACK
1.629645000000000,I2C,0x1E + ACK
1.629765000000000,I2C,0x20 + ACK
1.629885000000000,I2C,0x6E + ACK
1.630005000000000,I2C,0x28 + ACK
1.630125000000000,I2C,0x55 + ACK
1.630245000000000,I2C,0x00 + ACK
1.630365000000000,I2C,0xE0 + ACK
1.630485000000000,I2C,0x0E + ACK
1.630605000000000,I2C,0x11 + ACK
1.630725000000000,I2C,0x00 + ACK
1.630845000000000,I2C,0x00 + ACK
1.630965000000000,I2C,0x1E + ACK
1.631085000000000,I2C,0x01 + ACK
1.631205000000000,I2C,0x1D + ACK
1.631325000000000,I2C,0x80 + ACK
1.631445000000000,I2C,0x18 + ACK
1.631565000000000,I2C,0x71 + ACK
1.631685000000000,I2C,0x1C + ACK
1.631805000000000,I2C,0x16 + ACK
1.631925000000000,I2C,0x20 + ACK
1.632045000000000,I2C,0x58 + ACK
1.632165000000000,I2C,0x2C + ACK
1.632285000000000,I2C,0x25 + ACK
1.632405000000000,I2C,0x00 + ACK
1.632525000000000,I2C,0xE0 + ACK
1.632645000000000,I2C,0x0E + ACK
1.632765000000000,I2C,0x11 + ACK
1.632885000000000,I2C,0x00 + ACK
1.633005000000000,I2C,0x00 + ACK
1.633125000000000,I2C,0x9E + ACK
1.633245000000000,I2C,0x8C + ACK
1.633365000000000,I2C,0x0A + ACK
1.633485000000000,I2C,0xD0 + ACK
1.633605000000000,I2C,0x8A + ACK
1.633725000000000,I2C,0x20 + ACK
1.633845000000000,I2C,0xE0 + ACK
1.633965000000000,I2C,0x2D + ACK
1.634085000000000,I2C,0x10 + ACK
1.634205000000000,I2C,0x10 + ACK
1.634325000000000,I2C,0x3E + ACK
1.634445000000000,I2C,0x96 + ACK
1.634565000000000,I2C,0x00 + ACK
1.634685000000000,I2C,0xE0 + ACK
1.634805000000000,I2C,0x0E + ACK
1.634925000000000,I2C,0x11 + ACK
1.635045000000000,I2C,0x00 + ACK
1.635165000000000,I2C,0x00 + ACK
1.635285000000000,I2C,0x18 + ACK
1.635405000000000,I2C,0x8C + ACK
1.635525000000000,I2C,0x0A + ACK
1.635645000000000,I2C,0xA0 + ACK
1.635765000000000,I2C,0x14 + ACK
1.635885000000000,I2C,0x51 + ACK
1.636005000000000,I2C,0xF0 + ACK
1.636125000000000,I2C,0x16 + ACK
1.636245000000000,I2C,0x00 + ACK
1.636365000000000,I2C,0x26 + ACK
1.636485000000000,I2C,0x7C + ACK
1.636605000000000,I2C,0x43 + ACK
1.636725000000000,I2C,0x00 + ACK
1.636845000000000,I2C,0xE0 + ACK
1.636965000000000,I2C,0x0E + ACK
1.637085000000000,I2C,0x11 + ACK
1.637205000000000,I2C,0x00 + ACK
1.637325000000000,I2C,0x00 + ACK
1.637445000000000,I2C,0x98 + ACK
1.637565000000000,I2C,0x00 + ACK
1.637685000000000,I2C,0x00 + ACK
1.637805000000000,I2C,0x00 + ACK
1.637925000000000,I2C,0x00 + ACK
1.638045000000000,I2C,0x00 + ACK
1.638165000000000,I2C,0x00 + ACK
1.638285000000000,I2C,0x00 + ACK
1.638405000000000,I2C,0x00 + ACK
1.638525000000000,I2C,0x00 + ACK
1.638645000000000,I2C,0x00 + ACK
1.638765000000000,I2C,0x00 + ACK
1.638885000000000,I2C,0x00 + ACK
1.639005000000000,I2C,0x00 + ACK
1.639125000000000,I2C,0x00 + ACK
1.639245000000000,I2C,0x00 + ACK
1.639365000000000,I2C,0x00 + ACK
1.639485000000000,I2C,0x00 + ACK
1.639605000000000,I2C,0x00 + ACK
1.639725000000000,I2C,0x00 + ACK
1.639845000000000,I2C,0x00 + ACK
1.639965000000000,I2C,0x00 + ACK
1.640085000000000,I2C,0x00 + ACK
1.640205000000000,I2C,0x00 + ACK
1.640325000000000,I2C,0x00 + ACK
1.640445000000000,I2C,0x00 + ACK
1.640565000000000,I2C,0x00 + ACK
1.640685000000000,I2C,0x00 + ACK
1.640805000000000,I2C,0x9B + NAK
1.641045000000000,I2C,Setup Write to [0x74] + ACK
1.641155000000000,I2C,0x00 + ACK
1.641285000000000,I2C,Setup Read to [0x75] + ACK
1.641395000000000,I2C,0xAC + ACK
1.641515000000000,I2C,0xB8 + ACK
1.641635000000000,I2C,0x1D + ACK
1.641755000000000,I2C,0x78 + ACK
1.641875000000000,I2C,0x66 + NAK
1.642095000000000,I2C,Setup Write to [0x74] + ACK
1.642205000000000,I2C,0x40 + ACK
1.642335000000000,I2C,Setup Read to [0x75] + ACK
1.642445000000000,I2C,0x80 + NAK
1.650420000000000,I2C,Setup Write to [0x74] + ACK
1.650530000000000,I2C,0x00 + ACK
1.650660000000000,I2C,Setup Read to [0x75] + ACK
1.650770000000000,I2C,0xAC + ACK
1.650885000000000,I2C,0xB8 + ACK
1.651010000000000,I2C,0x1D + ACK
1.651130000000000,I2C,0x78 + ACK
1.651250000000000,I2C,0x66 + NAK
1.651475000000000,I2C,Setup Write to [0x74] + ACK
1.651580000000000,I2C,0x40 + ACK
1.651710000000000,I2C,Setup Read to [0x75] + ACK
1.651820000000000,I2C,0x80 + NAK
1.881165000000000,I2C,Setup Write to [0x74] + ACK
1.881275000000000,I2C,0x00 + ACK
1.881405000000000,I2C,Setup Read to [0x75] + ACK
1.881515000000000,I2C,0xAC + ACK
1.881635000000000,I2C,0xB8 + ACK
1.881755000000000,I2C,0x1D + ACK
1.881875000000000,I2C,0x78 + ACK
1.881995000000000,I2C,0x66 + NAK
1.882225000000000,I2C,Setup Write to [0x74] + ACK
1.882335000000000,I2C,0x40 + ACK
1.882465000000000,I2C,Setup Read to [0x75] + ACK
1.882580000000000,I2C,0x80 + NAK
1.947880000000000,I2C,Setup Write to [0x74] + ACK
1.947985000000000,I2C,0x00 + ACK
1.948120000000000,I2C,Setup Read to [0x75] + ACK
1.948225000000000,I2C,0xAC + ACK
1.948345000000000,I2C,0xB8 + ACK
1.948470000000000,I2C,0x1D + ACK
1.948590000000000,I2C,0x78 + ACK
1.948705000000000,I2C,0x66 + NAK
1.948925000000000,I2C,Setup Write to [0x74] + ACK
1.949035000000000,I2C,0x40 + ACK
1.949170000000000,I2C,Setup Read to [0x75] + ACK
1.949280000000000,I2C,0x80 + NAK
1.949825000000000,I2C,Setup Write to [0x74] + ACK
1.949935000000000,I2C,0x00 + ACK
1.950070000000000,I2C,Setup Read to [0x75] + ACK
1.950180000000000,I2C,0xAC + ACK
1.950300000000000,I2C,0xB8 + ACK
1.950420000000000,I2C,0x1D + ACK
1.950540000000000,I2C,0x78 + ACK
1.950660000000000,I2C,0x66 + NAK
1.950875000000000,I2C,Setup Write to [0x74] + ACK
1.950985000000000,I2C,0x40 + ACK
1.951120000000000,I2C,Setup Read to [0x75] + ACK
1.951230000000000,I2C,0x80 + NAK
2.200425000000000,I2C,Setup Write to [0x74] + ACK
2.200540000000000,I2C,0x00 + ACK
2.200665000000000,I2C,Setup Read to [0x75] + ACK
2.200780000000000,I2C,0xAC + ACK
2.200900000000000,I2C,0xB8 + ACK
2.201020000000000,I2C,0x1D + ACK
2.201140000000000,I2C,0x78 + ACK
2.201260000000000,I2C,0x66 + NAK
2.201485000000000,I2C,Setup Write to [0x74] + ACK
2.201595000000000,I2C,0x40 + ACK
2.201720000000000,I2C,Setup Read to [0x75] + ACK
2.201835000000000,I2C,0x80 + NAK
2.857250000000000,I2C,Setup Write to [0x74] + ACK
2.857355000000000,I2C,0x00 + ACK
2.857485000000000,I2C,Setup Read to [0x75] + ACK
2.857595000000000,I2C,0xAC + ACK
2.857715000000000,I2C,0xB8 + ACK
2.857835000000000,I2C,0x1D + ACK
2.857955000000000,I2C,0x78 + ACK
2.858075000000000,I2C,0x66 + NAK
2.858300000000000,I2C,Setup Write to [0x74] + ACK
2.858410000000000,I2C,0x40 + ACK
2.858545000000000,I2C,Setup Read to [0x75] + ACK
2.858655000000000,I2C,0x80 + NAK
2.869895000000000,I2C,Setup Write to [0x74] + ACK
2.870010000000000,I2C,0x00 + ACK
2.870135000000000,I2C,Setup Read to [0x75] + ACK
2.870250000000000,I2C,0xAC + ACK
2.870370000000000,I2C,0xB8 + ACK
2.870490000000000,I2C,0x1D + ACK
2.870610000000000,I2C,0x78 + ACK
2.870730000000000,I2C,0x66 + NAK
2.870950000000000,I2C,Setup Write to [0x74] + ACK
2.871060000000000,I2C,0x40 + ACK
2.871185000000000,I2C,Setup Read to [0x75] + ACK
2.871300000000000,I2C,0x80 + NAK
4.171255000000000,I2C,Setup Read to [0xA1] + ACK
4.171405000000000,I2C,0x00 + NAK
4.171665000000000,I2C,Setup Write to [0x74] + ACK
4.171780000000000,I2C,0x00 + ACK
4.171910000000000,I2C,Setup Read to [0x75] + ACK
4.172020000000000,I2C,0xAC + ACK
4.172140000000000,I2C,0xB8 + ACK
4.172260000000000,I2C,0x1D + ACK
4.172380000000000,I2C,0x78 + ACK
4.172500000000000,I2C,0x66 + NAK
4.172735000000000,I2C,Setup Write to [0x74] + ACK
4.172845000000000,I2C,0x40 + ACK
4.172975000000000,I2C,Setup Read to [0x75] + ACK
4.173085000000000,I2C,0x80 + NAK
4.174445000000000,I2C,Setup Read to [0xA1] + ACK
4.174590000000000,I2C,0xFF + NAK
4.174825000000000,I2C,Setup Write to [0xA0] + ACK
4.174935000000000,I2C,0x00 + ACK
4.175065000000000,I2C,Setup Read to [0xA1] + ACK
4.175175000000000,I2C,0x00 + ACK
4.175295000000000,I2C,0xFF + ACK
4.175415000000000,I2C,0xFF + ACK
4.175535000000000,I2C,0xFF + ACK
4.175655000000000,I2C,0xFF + ACK
4.175775000000000,I2C,0xFF + ACK
4.175895000000000,I2C,0xFF + ACK
4.176015000000000,I2C,0x00 + ACK
4.176135000000000,I2C,0x22 + ACK
4.176255000000000,I2C,0x64 + ACK
4.176375000000000,I2C,0xA3 + ACK
4.176495000000000,I2C,0x1C + ACK
4.176615000000000,I2C,0xC7 + ACK
4.176735000000000,I2C,0xC5 + ACK
4.176855000000000,I2C,0x00 + ACK
4.176975000000000,I2C,0x00 + ACK
4.177095000000000,I2C,0x25 + ACK
4.177215000000000,I2C,0x11 + ACK
4.177335000000000,I2C,0x01 + ACK
4.177455000000000,I2C,0x03 + ACK
4.177575000000000,I2C,0x81 + ACK
4.177695000000000,I2C,0x2F + ACK
4.177815000000000,I2C,0x1D + ACK
4.177935000000000,I2C,0x78 + ACK
4.178055000000000,I2C,0x2A + ACK
4.178175000000000,I2C,0xE5 + ACK
4.178295000000000,I2C,0x25 + ACK
4.178415000000000,I2C,0xA6 + ACK
4.178535000000000,I2C,0x54 + ACK
4.178655000000000,I2C,0x44 + ACK
4.178775000000000,I2C,0xA1 + ACK
4.178895000000000,I2C,0x25 + ACK
4.179015000000000,I2C,0x14 + ACK
4.179135000000000,I2C,0x50 + ACK
4.179260000000000,I2C,0x54 + ACK
4.179380000000000,I2C,0xBF + ACK
4.179500000000000,I2C,0xEF + ACK
4.179620000000000,I2C,0x80 + ACK
4.179740000000000,I2C,0x81 + ACK
4.179860000000000,I2C,0x80 + ACK
4.179980000000000,I2C,0x71 + ACK
4.180100000000000,I2C,0x4F + ACK
4.180220000000000,I2C,0x81 + ACK
4.180340000000000,I2C,0x40 + ACK
4.180460000000000,I2C,0x95 + ACK
4.180580000000000,I2C,0x0F + ACK
4.180700000000000,I2C,0x95 + ACK
4.180820000000000,I2C,0x00 + ACK
4.180940000000000,I2C,0xA9 + ACK
4.181060000000000,I2C,0x40 + ACK
4.181180000000000,I2C,0x01 + ACK
4.181300000000000,I2C,0x01 + ACK
4.181420000000000,I2C,0x01 + ACK
4.181540000000000,I2C,0x01 + ACK
4.181660000000000,I2C,0x21 + ACK
4.181780000000000,I2C,0x39 + ACK
4.181900000000000,I2C,0x90 + ACK
4.182020000000000,I2C,0x30 + ACK
4.182140000000000,I2C,0x62 + ACK
4.182260000000000,I2C,0x1A + ACK
4.182380000000000,I2C,0x27 + ACK
4.182500000000000,I2C,0x40 + ACK
4.182620000000000,I2C,0x68 + ACK
4.182740000000000,I2C,0xB0 + ACK
4.182860000000000,I2C,0x36 + ACK
4.182980000000000,I2C,0x00 + ACK
4.183100000000000,I2C,0xE0 + ACK
4.183220000000000,I2C,0x0E + ACK
4.183355000000000,I2C,0x11 + ACK
4.183475000000000,I2C,0x00 + ACK
4.183595000000000,I2C,0x00 + ACK
4.183715000000000,I2C,0x1C + ACK
4.183835000000000,I2C,0x00 + ACK
4.183955000000000,I2C,0x00 + ACK
4.184075000000000,I2C,0x00 + ACK
4.184195000000000,I2C,0xFF + ACK
4.184315000000000,I2C,0x00 + ACK
4.184435000000000,I2C,0x37 + ACK
4.184555000000000,I2C,0x33 + ACK
4.184675000000000,I2C,0x37 + ACK
4.184795000000000,I2C,0x4D + ACK
4.184915000000000,I2C,0x48 + ACK
4.185035000000000,I2C,0x33 + ACK
4.185155000000000,I2C,0x4A + ACK
4.185275000000000,I2C,0x59 + ACK
4.185395000000000,I2C,0x35 + ACK
4.185515000000000,I2C,0x30 + ACK
4.185635000000000,I2C,0x36 + ACK
4.185755000000000,I2C,0x33 + ACK
4.185875000000000,I2C,0x31 + ACK
4.185995000000000,I2C,0x00 + ACK
4.186115000000000,I2C,0x00 + ACK
4.186235000000000,I2C,0x00 + ACK
4.186355000000000,I2C,0xFD + ACK
4.186475000000000,I2C,0x00 + ACK
4.186595000000000,I2C,0x32 + ACK
4.186715000000000,I2C,0x4B + ACK
4.186835000000000,I2C,0x1E + ACK
4.186955000000000,I2C,0x52 + ACK
4.187075000000000,I2C,0x0F + ACK
4.187195000000000,I2C,0x00 + ACK
4.187315000000000,I2C,0x0A + ACK
4.187435000000000,I2C,0x20 + ACK
4.187555000000000,I2C,0x20 + ACK
4.187675000000000,I2C,0x20 + ACK
4.187795000000000,I2C,0x20 + ACK
4.187915000000000,I2C,0x20 + ACK
4.188040000000000,I2C,0x20 + ACK
4.188160000000000,I2C,0x00 + ACK
4.188280000000000,I2C,0x00 + ACK
4.188400000000000,I2C,0x00 + ACK
4.188520000000000,I2C,0xFC + ACK
4.188640000000000,I2C,0x00 + ACK
4.188760000000000,I2C,0x48 + ACK
4.188880000000000,I2C,0x47 + ACK
4.189000000000000,I2C,0x32 + ACK
4.189120000000000,I2C,0x31 + ACK
4.189240000000000,I2C,0x36 + ACK
4.189360000000000,I2C,0x0A + ACK
4.189480000000000,I2C,0x20 + ACK
4.189600000000000,I2C,0x20 + ACK
4.189720000000000,I2C,0x20 + ACK
4.189840000000000,I2C,0x20 + ACK
4.189960000000000,I2C,0x20 + ACK
4.190080000000000,I2C,0x20 + ACK
4.190200000000000,I2C,0x20 + ACK
4.190320000000000,I2C,0x01 + ACK
4.190440000000000,I2C,0xAE + NAK
4.190680000000000,I2C,Setup Write to [0xA0] + ACK
4.190795000000000,I2C,0x80 + ACK
4.190920000000000,I2C,Setup Read to [0xA1] + ACK
4.191035000000000,I2C,0x02 + ACK
4.191150000000000,I2C,0x03 + ACK
4.191270000000000,I2C,0x1C + ACK
4.191390000000000,I2C,0xF1 + ACK
4.191510000000000,I2C,0x49 + ACK
4.191630000000000,I2C,0x85 + ACK
4.191750000000000,I2C,0x04 + ACK
4.191870000000000,I2C,0x03 + ACK
4.191990000000000,I2C,0x01 + ACK
4.192110000000000,I2C,0x06 + ACK
4.192230000000000,I2C,0x07 + ACK
4.192350000000000,I2C,0x14 + ACK
4.192470000000000,I2C,0x13 + ACK
4.192590000000000,I2C,0x12 + ACK
4.192710000000000,I2C,0x23 + ACK
4.192830000000000,I2C,0x09 + ACK
4.192950000000000,I2C,0x07 + ACK
4.193070000000000,I2C,0x01 + ACK
4.193190000000000,I2C,0x83 + ACK
4.193310000000000,I2C,0x01 + ACK
4.193430000000000,I2C,0x00 + ACK
4.193550000000000,I2C,0x00 + ACK
4.193670000000000,I2C,0x65 + ACK
4.193790000000000,I2C,0x03 + ACK
4.193915000000000,I2C,0x0C + ACK
4.194035000000000,I2C,0x00 + ACK
4.194155000000000,I2C,0x10 + ACK
4.194275000000000,I2C,0x00 + ACK
4.194395000000000,I2C,0x01 + ACK
4.194515000000000,I2C,0x1D + ACK
4.194635000000000,I2C,0x00 + ACK
4.194755000000000,I2C,0x72 + ACK
4.194875000000000,I2C,0x51 + ACK
4.194995000000000,I2C,0xD0 + ACK
4.195115000000000,I2C,0x1E + ACK
4.195235000000000,I2C,0x20 + ACK
4.195355000000000,I2C,0x6E + ACK
4.195475000000000,I2C,0x28 + ACK
4.195595000000000,I2C,0x55 + ACK
4.195715000000000,I2C,0x00 + ACK
4.195835000000000,I2C,0xE0 + ACK
4.195955000000000,I2C,0x0E + ACK
4.196075000000000,I2C,0x11 + ACK
4.196195000000000,I2C,0x00 + ACK
4.196315000000000,I2C,0x00 + ACK
4.196435000000000,I2C,0x1E + ACK
4.196555000000000,I2C,0x01 + ACK
4.196675000000000,I2C,0x1D + ACK
4.196795000000000,I2C,0x80 + ACK
4.196915000000000,I2C,0x18 + ACK
4.197035000000000,I2C,0x71 + ACK
4.197155000000000,I2C,0x1C + ACK
4.197275000000000,I2C,0x16 + ACK
4.197395000000000,I2C,0x20 + ACK
4.197515000000000,I2C,0x58 + ACK
4.197635000000000,I2C,0x2C + ACK
4.197755000000000,I2C,0x25 + ACK
4.197875000000000,I2C,0x00 + ACK
4.197995000000000,I2C,0xE0 + ACK
4.198115000000000,I2C,0x0E + ACK
4.198235000000000,I2C,0x11 + ACK
4.198355000000000,I2C,0x00 + ACK
4.198475000000000,I2C,0x00 + ACK
4.198595000000000,I2C,0x9E + ACK
4.198715000000000,I2C,0x8C + ACK
4.198835000000000,I2C,0x0A + ACK
4.198955000000000,I2C,0xD0 + ACK
4.199075000000000,I2C,0x8A + ACK
4.199195000000000,I2C,0x20 + ACK
4.199315000000000,I2C,0xE0 + ACK
4.199435000000000,I2C,0x2D + ACK
4.199555000000000,I2C,0x10 + ACK
4.199675000000000,I2C,0x10 + ACK
4.199795000000000,I2C,0x3E + ACK
4.199915000000000,I2C,0x96 + ACK
4.200035000000000,I2C,0x00 + ACK
4.200155000000000,I2C,0xE0 + ACK
4.200275000000000,I2C,0x0E + ACK
4.200395000000000,I2C,0x11 + ACK
4.200515000000000,I2C,0x00 + ACK
4.200635000000000,I2C,0x00 + ACK
4.200755000000000,I2C,0x18 + ACK
4.200875000000000,I2C,0x8C + ACK
4.200995000000000,I2C,0x0A + ACK
4.201115000000000,I2C,0xA0 + ACK
4.201235000000000,I2C,0x14 + ACK
4.201355000000000,I2C,0x51 + ACK
4.201475000000000,I2C,0xF0 + ACK
4.201595000000000,I2C,0x16 + ACK
4.201715000000000,I2C,0x00 + ACK
4.201835000000000,I2C,0x26 + ACK
4.201955000000000,I2C,0x7C + ACK
4.202075000000000,I2C,0x43 + ACK
4.202195000000000,I2C,0x00 + ACK
4.202315000000000,I2C,0xE0 + ACK
4.202435000000000,I2C,0x0E + ACK
4.202555000000000,I2C,0x11 + ACK
4.202675000000000,I2C,0x00 + ACK
4.202795000000000,I2C,0x00 + ACK
4.202915000000000,I2C,0x98 + ACK
4.203035000000000,I2C,0x00 + ACK
4.203155000000000,I2C,0x00 + ACK
4.203275000000000,I2C,0x00 + ACK
4.203395000000000,I2C,0x00 + ACK
4.203515000000000,I2C,0x00 + ACK
4.203635000000000,I2C,0x00 + ACK
4.203755000000000,I2C,0x00 + ACK
4.203875000000000,I2C,0x00 + ACK
4.203995000000000,I2C,0x00 + ACK
4.204115000000000,I2C,0x00 + ACK
4.204235000000000,I2C,0x00 + ACK
4.204355000000000,I2C,0x00 + ACK
4.204475000000000,I2C,0x00 + ACK
4.204595000000000,I2C,0x00 + ACK
4.204715000000000,I2C,0x00 + ACK
4.204835000000000,I2C,0x00 + ACK
4.204955000000000,I2C,0x00 + ACK
4.205075000000000,I2C,0x00 + ACK
4.205195000000000,I2C,0x00 + ACK
4.205315000000000,I2C,0x00 + ACK
4.205435000000000,I2C,0x00 + ACK
4.205555000000000,I2C,0x00 + ACK
4.205675000000000,I2C,0x00 + ACK
4.205795000000000,I2C,0x00 + ACK
4.205915000000000,I2C,0x00 + ACK
4.206035000000000,I2C,0x00 + ACK
4.206155000000000,I2C,0x00 + ACK
4.206275000000000,I2C,0x9B + NAK
